name,year,duration,genre,rating,votes,director,actor_1,actor_2,actor_3
the zoo,1967,125,"Crime, Drama, Mystery",7.3,847,Satyajit Ray,uttam kumar,kalipada chakraborty,nripati chatterjee
the zoya factor,2019,134,"Comedy, Drama, Romance",4.2,2119,Abhishek Sharma,sonam kapoor,dulquer salmaan,sanjay kapoor
thee,1981,160,"Action, Crime, Drama",6.6,130,R. Krishnamurthy,rajinikanth,s. balaji,showkar janaki
thikana,1987,138,"Crime, Drama",5.5,76,Mahesh Bhatt,smita patil,anil kapoor,amrita singh
thikka,2016,140,"Action, Comedy",4.4,147,Sunil K. Reddy,ajay,ali,anand
thirumathi palanisamy,1992,140,Drama,4.4,14,R. Sundarajan,sathyaraj,sukanya,goundamani
thoda pyaar thoda magic,2008,145,"Comedy, Drama, Family",4.9,2390,Kunal Kohli,saif ali khan,rani mukerji,rishi kapoor
thodasa roomani ho jaayen,1990,160,"Comedy, Drama, Musical",7.0,188,Amol Palekar,anita kanwar,nana patekar,riju bajaj
thodi thodi si manmaaniyan,2017,135,"Drama, Romance",5.9,38,Aditya Sarpotdar,karim hajee,mukesh tiwari,shilpa tulaskar
thodisi bewafaii,1980,150,Drama,5.9,101,Esmayeel Shroff,rajesh khanna,shabana azmi,siddharth
thokar,1953,140,"Drama, Family",7.3,13,Lekhraj Bhakri,shammi kapoor,shyama,ravindra kapoor
thoongathey tambi thoongathey,1983,137,Drama,6.4,108,S.P. Muthuraman,kamal haasan,radha,goundamani
three and a half,2018,121,Drama,6.6,228,Dar Gai,dheer momaya,arya dave,chandani grover
three atrangi jai-veeru-gabbar,2015,124,Comedy,5.9,7,Abhishek Utkarsh Deokar,bonnie juneja,manoj sharma,gurdev bhullar
"three: love, lies, betrayal",2009,121,"Drama, Mystery, Thriller",5.8,68,Vishal Pandya,aashish chaudhary,akshay kapoor,nausheen ali sardar
through the eyelashes,1978,135,"Drama, Family, Romance",7.1,378,Hiren Nag,sachin pilgaonkar,ranjeeta kaur,madan puri
thugs of hindostan,2018,164,"Action, Adventure",4.1,18219,Vijay Krishna Acharya,aamir khan,amitabh bachchan,katrina kaif
tiger,2016,130,Action,6.4,45,Sartaj Singh Pannu,sippy gill,ihana dhillon,yograj singh
tiger zinda hai,2017,161,"Action, Adventure, Thriller",5.9,25732,Ali Abbas Zafar,salman khan,katrina kaif,anupriya goenka
tigers,2014,94,Drama,7.3,1553,Danis Tanovic,emraan hashmi,geetanjali thapa,danny huston
tikli and laxmi bomb,2017,151,Drama,7.9,1785,Aditya Kripalani,chitrangada chakraborty,vibhawari deshpande,saharsh kumar shukla
time out,2015,98,"Drama, Family, Music",5.9,338,Rikhil Bahadur,chirag malhotra,pranay pachauri,kaamya sharma
time pass,2005,88,Romance,4.1,35,Chander Mishra,sherlyn chopra,tanaaz currim irani,adi irani
time to dance,2021,113,"Musical, Romance",1.8,730,Stanley D'Costa,sooraj pancholi,isabelle kaif,waluscha de sousa
time to retaliate: masoom,2019,113,Crime,5.4,19,Kumaar Aadarsh,alia khan dar,ritesh raghuvanshi,vriddhi patwa
tinku,1977,135,Drama,6.3,22,Kalpataru,tinku,rajesh khanna,vinod mehra
tirangaa,1992,168,"Action, Drama, Thriller",6.9,1874,Mehul Kumar,raaj kumar,nana patekar,deepak shirke
tirchhi topiwale,1998,144,"Comedy, Drama, Musical",5.0,53,Nadeem Khan,inder kumar,chunky panday,monica bedi
tishnagi,2018,136,"Romance, Thriller",4.1,27,Sameer Khan,shrivastava anushka,israil khan,sarthak pradhan
titli,2014,116,"Action, Crime, Drama",7.6,4483,Kanu Behl,shashank arora,ranvir shorey,shivani raghuvanshi
titoo mba,2014,111,"Comedy, Romance",4.3,100,Amit Singh,vats amit,nishant dahiya,pragya jaiswal
to b or not to b,2016,113,"Drama, Family, Thriller",6.7,10,Vierendrra Lalit,rahul roy,vivek srivastav,akansha shivhare
to fall in love,2000,159,"Comedy, Drama, Musical",4.4,2099,K. Muralimohana Rao,kashmira shah,salman khan,jackie shroff
toba tek singh,2018,75,"Drama, History",6.9,118,Ketan Mehta,pankaj kapur,vinay pathak,n.k. pant
toh baat pakki!,2010,122,"Comedy, Drama",5.1,374,Kedar Shinde,tabu,sharman joshi,yuvika chaudhary
tohfa,1984,159,"Drama, Romance",5.2,121,K. Raghavendra Rao,jeetendra,jaya prada,sridevi
tohfa mohabbat ka,1988,150,"Drama, Romance",5.5,30,Ram Govind,preeti ganguli,ram govind,govinda
toilet: a love story,2017,155,"Comedy, Drama",7.2,18889,Shree Narayan Singh,anupam kher,akshay kumar,bhumi pednekar
"tom, dick, and harry",2006,137,"Action, Comedy, Romance",3.2,557,Deepak Tijori,rakesh bedi,bobby darling,avtar gill
tomorrow we disappear,2014,80,"Documentary, Drama",8.0,80,Jim Goldblum,adam m. weber,,
tony: my mentor the serial killer,2018,124,Thriller,7.9,485,Vipul K. Rawal,mahesh jilowa,yashodhan rana,manoj chandila
toofan,1989,174,"Action, Crime",4.9,719,Ketan Desai,amitabh bachchan,meenakshi sheshadri,amrita singh
toofan,1975,138,"Action, Adventure",5.7,34,Kedar Kapoor,vikram makandar,priyadarshini,jagdeep
toofani tarzan,1937,112,Adventure,3.4,11,Homi Wadia,john cawas,gulshan,boman shroff
toonpur ka superrhero,2010,95,"Animation, Action, Adventure",4.2,746,Kireet Khurana,ajay devgn,kajol,ameya pandya
toote khilone,1978,136,Drama,5.7,12,Ketan Anand,shekhar kapur,shabana azmi,urmila bhatt
tope,2016,87,Drama,5.4,34,Buddhadev Dasgupta,krishnendu adhikari,biswarup biswas,ananya chatterjee
topless,2005,112,"Drama, Romance",2.6,11,Nabh Kumar 'Raju',k. gauri,tarun khanna,shweta menon
torbaaz,2020,133,"Action, Drama, Sport",6.8,5289,Girish Malik,sanjay dutt,nargis fakhri,rahul dev
total dhamaal,2019,130,"Action, Adventure, Comedy",4.2,5649,Indra Kumar,ajay devgn,anil kapoor,madhuri dixit
total siyapaa,2014,108,"Comedy, Drama, Romance",5.0,2881,Eeshwar Nivas,ali zafar,yami gautam,anupam kher
tottaa pataaka item maal,2019,107,Drama,7.6,1361,Aditya Kripalani,ahmareen anjum,chitrangada chakraborty,sonal joshi
touhean,1989,135,"Drama, Family",6.3,9,Madan Joshi,raj babbar,dimple kapadia,padmini kolhapure
traffic,2016,104,"Adventure, Drama, Thriller",6.7,2478,Rajesh Pillai,manoj bajpayee,jimmy sheirgill,divya dutta
traffic signal,2007,130,Drama,6.5,1544,Madhur Bhandarkar,kunal khemu,neetu chandra,upendra limaye
train chaar baje ki hai,2015,57,Documentary,8.0,16,Antariksh Jain,,,
train station,2015,97,"Crime, Drama, Mystery",5.6,144,Xavier Agudo,tony pietra arjuna,ryan bajornas,surya balakrishnan
train to pakistan,1998,111,"Drama, War",6.7,245,Pamela Rooks,mohan agashe,nirmal pandey,rajit kapoor
trapped,2016,105,"Drama, Thriller",7.6,11216,Vikramaditya Motwane,rajkummar rao,geetanjali thapa,shiladitya sen
trapped in tradition: rivaaz,2011,107,"Crime, Drama, Thriller",5.3,89,Ashok Nanda,deepti naval,vijay raaz,meghna naidu
tribhanga,2021,95,"Drama, Family",6.1,2508,Renuka Shahane,kajol,tanvi azmi,mithila palkar
tridev,1989,173,"Action, Crime, Drama",6.3,1873,Rajiv Rai,sunny deol,naseeruddin shah,jackie shroff
"trikal (past, present, future)",1985,137,Drama,7.0,255,Shyam Benegal,leela naidu,neena gupta,anita kanwar
trimurti: bond of three,1995,187,"Action, Drama",4.8,2516,Mukul Anand,jackie shroff,anil kapoor,shah rukh khan
trinetra,1991,157,Action,5.1,75,Harry Baweja,mahesh anand,arun bakshi,laxmikant berde
trip to bhangarh: asia's most haunted place,2014,113,"Horror, Thriller",2.4,266,Jitendra Pawar,manish chaudhary,suzanna mukherjee,piyush raina
trishagni,1988,114,Drama,7.3,63,Nabendu Ghosh,nana patekar,pallavi joshi,alok nath
trishna,1978,127,Drama,7.2,48,Anil Ganguly,shashi kapoor,sanjeev kumar,rakhee gulzar
trishna,2011,117,Drama,6.0,3021,Michael Winterbottom,freida pinto,riz ahmed,mita vashisht
trishul,1978,167,"Action, Drama, Musical",7.7,2086,Yash Chopra,amitabh bachchan,sanjeev kumar,shashi kapoor
triveni,1985,131,"Crime, Drama, Mystery",5.2,6,Rajan Thakur,rati agnihotri,raj babbar,urmila bhatt
triyacharitra,1994,120,Drama,7.3,73,Basu Chatterjee,rajeshwari sachdev,s.m. zaheer,mansi upadhyay
tryst with destiny,2020,96,Drama,8.0,13,Prashant Nair,suhasini,vineet kumar singh,jaideep ahlawat
tu chor main sipahi,1996,153,"Action, Comedy, Drama",5.2,1307,Guddu Dhanoa,akshay kumar,saif ali khan,tabu
tubelight,2017,136,"Drama, War",3.8,17774,Kabir Khan,salman khan,sohail khan,om puri
tuesdays and fridays,2021,106,"Comedy, Musical, Romance",4.5,574,Taranveer Singh,anmol dhillon,jhataleka malhotra,niki walia
tujhe meri kasam,2003,155,Romance,6.4,370,Vijay K. Bhaskar,riteish deshmukh,genelia d'souza,shakti kapoor
tujhse he raabta,2015,88,"Drama, Romance",6.2,11,Nivedita Basu,sara khan,yasir shah,zara barring
tulsi vivah,1971,162,"Adventure, Fantasy",6.6,18,Chandrakant,abhi bhattacharya,jayshree gadkar,geetanjali
tulsi: mathrudevobhava,2008,134,Drama,6.0,83,Ajay Kumar,manisha koirala,irrfan khan,sadashiv amrapurkar
tum bin 2,2016,147,"Drama, Romance",4.8,1187,Anubhav Sinha,peter pedrero,neha sharma,aditya seal
tum bin...: love will find a way,2001,158,"Drama, Romance",7.5,3259,Anubhav Sinha,priyanshu chatterjee,himanshu malik,sandali sinha
tum haseen main jawan,1970,148,"Comedy, Romance",7.0,87,Bhappi Sonie,dharmendra,hema malini,rajendranath malhotra
tum ho yaara,2011,135,Drama,3.9,24,Dr. Jay,natty kumar,ganesh venkatraman,kalpana pandit
tum mere ho,1990,129,"Fantasy, Horror, Romance",4.7,879,Tahir Hussain,aamir khan,juhi chawla,ajit vachani
tum mile,2009,140,"Drama, Romance",5.0,1530,Kunal Deshmukh,emraan hashmi,soha ali khan,prerna chawla
tum milo toh sahi,2010,128,"Comedy, Drama",5.6,463,Kabir Sadanand,nana patekar,dimple kapadia,sunil shetty
tum se achcha kaun hai,2002,150,"Drama, Musical, Romance",4.6,200,Deepak Anand,nakul kapoor,aarti chhabria,kim sharma
tum: a dangerous obsession,2004,150,"Drama, Romance, Thriller",2.4,182,Aruna Raje,manisha koirala,karann nathh,rajat kapoor
tumbbad,2018,104,"Drama, Fantasy, Horror",8.3,32920,Rahi Anil Barve,anand gandhi,adesh prasad,sohum shah
tumhare bina,1982,139,"Drama, Family",5.6,11,Satyen Bose,suresh oberoi,swaroop sampat,master ravi
tumhari kassam,1978,136,Romance,6.1,19,Ravi Chopra,jeetendra,navin nischol,moushumi chatterjee
tumhari sulu,2017,150,"Comedy, Drama",7.0,4761,Suresh Triveni,vidya balan,manav kaul,neha dhupia
tumko na bhool paayenge,2002,160,"Action, Romance, Thriller",5.6,2787,Pankaj Parashar,pankaj dheer,arbaaz khan,salman khan
tumsa nahin dekha,1957,156,"Musical, Romance",7.0,121,Nasir Hussain,shammi kapoor,ameeta,pran
tumsa nahin dekha,2004,128,"Musical, Romance",4.5,717,Anurag Basu,emraan hashmi,dia mirza,anupam kher
tumse achha kaun hai,1969,108,"Comedy, Drama, Romance",6.5,80,Pramod Chakravorty,shammi kapoor,babita kapoor,mehmood
tunnu ki tina,1996,120,"Comedy, Drama",5.9,16,Paresh Kamdar,sunil barve,rohini hattangadi,rajeshwari sachdev
turning 30!!!,2011,121,"Comedy, Drama, Romance",5.1,369,Alankrita Shrivastava,gul panag,purab kohli,sid makkar
turning point,2018,142,"Action, Drama, Musical",6.2,20,Sudhir Durlabh Tandel,,,
turup (checkmate),2017,72,Drama,8.1,43,Ektara Collective,moulina midde,sheela rawat,madhu bhagat
tutak tutak tutiya,2016,138,"Comedy, Horror",5.5,744,A.L. Vijay,sonu sood,rajiv thakur,rj ajay
tutiya dil,2012,127,Romance,5.0,34,Amit Khanna,sidhant kapur,iris maity,suzanna mukherjee
"twisted trunk, big fat body",2013,92,Comedy,6.9,75,Punarvasu Naik,vijay maurya,naman jain,usha nadkarni
tyagi,1992,145,Drama,4.8,57,K.C. Bokadia,rajinikanth,jaya prada,himalaya
typecaste,2017,100,Comedy,6.8,45,Sourabh Shrivastava,sorabh chauhan,aditi sudhir pohankar,rajiv ranjan
u me aur hum,2008,156,"Drama, Romance",5.9,2443,Ajay Devgn,ajay devgn,kajol,sumeet raghvan
u r my jaan,2011,140,Romance,5.8,95,Aron Govil,mikaal,preeti soni,himani shivpuri
"u, me aur ghar",2017,90,Romance,6.6,56,Abhay Chhabra,omkar kapoor,simran kaur mundi,sanyukta timsina
udaan,1997,128,"Action, Crime, Drama",4.5,142,Asrani,rekha,saif ali khan,madhoo
udaan,2010,134,Drama,8.1,43199,Vikramaditya Motwane,rajat barmecha,ronit roy,manjot singh
udanchhoo,2018,123,Comedy,3.5,43,Vipin Parashar,prem chopra,ashutosh rana,rajniesh duggall
udhar ka sindur,1976,136,"Drama, Romance",5.0,21,Chander Vohra,jeetendra,reena roy,asha parekh
udta punjab,2016,148,"Action, Crime, Drama",7.8,28010,Abhishek Chaubey,shahid kapoor,alia bhatt,kareena kapoor
ugly,2013,128,"Crime, Drama, Mystery",8.0,20709,Anurag Kashyap,rahul bhatt,ronit roy,tejaswini kolhapure
ugly aur pagli,2008,117,"Comedy, Drama",3.7,710,Sachin Kamlakar Khot,mallika sherawat,ranvir shorey,bharti achrekar
uhi milte rahenge,2016,120,Drama,6.1,8,Mehernosh Kapadia,mehernosh kapadia,rusi mistry,
ujala,1959,109,"Crime, Drama, Romance",6.8,61,Naresh Saigal,mala sinha,shammi kapoor,raaj kumar
ujala hi ujala,1974,124,"Drama, Family",6.2,10,S.M. Sagar,vinod mehra,yogeeta bali,rakesh pandey
ujda chaman,2019,120,Comedy,6.9,4944,Abhishek Pathak,danish singh,navinder pal singh,sunny singh nijjar
uljhan,1975,137,Mystery,6.5,86,Raghunath Jhalani,ashok kumar,sanjeev kumar,sulakshana pandit
umakant pandey purush ya,2019,120,"Biography, Comedy, Drama",7.0,49,Ajeet Kumar,rishi bhummi,amit goel,mayak jain
umang,1970,134,"Drama, Family",4.4,7,Atma Ram,satish kumar,rehman,subhash ghai
umar,2006,135,"Crime, Drama, Musical",5.5,68,Karan Razdan,jimmy sheirgill,shenaz treasury,kader khan
umar 55 ki dil bachpan ka,1992,151,"Comedy, Drama, Romance",4.2,44,Ajay Mehra,kader khan,akshay anand,ruchika panday
umbartha,1982,151,Drama,6.6,128,Jabbar Patel,smita patil,girish karnad,shrikant moghe
umformung: the transformation,2014,126,"Drama, Family",5.5,10,Sudeep Ranjan Sarkar,sanjay bhatia,sushil bhosale,parijaat chakraborty
umrao jaan,2006,188,"Drama, Romance",5.5,1858,J.P. Dutta,aishwarya rai bachchan,shabana azmi,sunil shetty
umrika,2015,98,"Comedy, Drama",6.6,1328,Prashant Nair,aashish bhatt,uplaksh kochhar,megh pant
un mitron ki yaad pyaari,1990,60,"Documentary, Biography",8.2,20,Anand Patwardhan,,,
under the same sun,2015,93,Drama,8.2,20,Mitra Sen,karamveer choudhary,rucha inamdar,motilal khan
undertrial,2007,142,"Crime, Drama",6.6,242,Aziz Khan,rajpal yadav,kader khan,prem chopra
unees bees,1980,125,Drama,5.8,17,Swaroop Kumar,rakesh roshan,ranjeeta kaur,mithun chakraborty
unfreedom,2014,102,"Crime, Drama, Romance",5.1,1885,Raj Amit Kumar,victor banerjee,adil hussain,bhanu uday
ungli,2014,114,"Crime, Drama, Thriller",5.7,3663,Renzil D'Silva,randeep hooda,emraan hashmi,shraddha kapoor
"unicorn, the garden of the fruits",1996,90,"Drama, Fantasy",4.2,19,Pablo César,yasef calderón,romina barbar,hukum singh
union leader,2017,106,Drama,7.3,694,Sanjay Patel,rahul bhatt,tillotama shome,zala akash
unmatta,2019,106,"Action, Horror, Sci-Fi",6.5,19,Mahesh Rajmane,vikas bangar,aarushi vedikha,purneima dey
unns: love... forever,2006,145,"Drama, Musical, Romance",3.3,39,Bhupender Gupta,juhi babbar,chitrapama,sanjay kapoor
unpaused,2020,113,"Drama, Romance",7.0,2057,Nikkhil Advani,avinash arun,tannishtha chatterjee,krishna d.k.
upeksha,2019,137,Family,7.8,9,Ravinddra Khare,neha joshi,razak khan,ravinddra khare
uphaar,1971,122,Family,7.2,78,Sudhendu Roy,swarup dutt,jaya bachchan,suresh chatwal
upkar,1967,175,"Drama, Romance, War",7.5,550,Manoj Kumar,asha parekh,manoj kumar,prem chopra
upstarts,2019,112,Drama,6.7,736,Udai Singh Pawar,naved aslam,sandeep bhardwaj,ranjit deval
uran khatola,1955,151,"Comedy, Fantasy, Musical",7.4,64,S.U. Sunny,dilip kumar,nimmi,surya kumari
uri: the surgical strike,2018,138,"Action, Drama, War",8.2,45981,Aditya Dhar,vicky kaushal,paresh rawal,mohit raina
used,2019,57,"Drama, Thriller",7.1,20,Paresh Vinodray Savani,manoj chandila,sudha chandran,prveshika chauhan
uski roti,1970,110,Drama,6.9,420,Mani Kaul,gurdeep singh,garima,savita bajaj
usne kaha tha,1960,150,"Drama, Romance, War",6.8,28,Moni Bhattacharjee,sunil dutt,nanda,durga khote
ustaad,1989,153,Drama,5.2,13,Kawal Sharma,vinod khanna,asha parekh,jaya prada
ustadi ustad se,1982,134,"Action, Crime, Drama",3.8,34,Deepak Bahry,mithun chakraborty,ranjeeta kaur,vinod mehra
ustadon ke ustad,1963,144,"Action, Crime, Drama",7.4,35,Brij,ashok kumar,pradeep kumar,shakila
ustadon ke ustad,1998,139,"Action, Drama",4.4,39,T.L.V. Prasad,mithun chakraborty,avtar gill,mohan joshi
utopia,2015,85,Drama,5.6,101,Hassan Nazer,hannah spearritt,andrew shaver,bhasker patel
utsav,1984,145,"Drama, Music, Romance",6.9,361,Girish Karnad,rekha,amjad khan,kulbhushan kharbanda
utt pataang,2011,120,"Comedy, Drama",6.0,306,Srikanth Velagaleti,vinay pathak,saurabh shukla,mahie gill
uttar dakshin,1987,155,"Action, Drama",4.2,101,Prabhat Khanna,rajinikanth,jackie shroff,bharathi
utthaan,2006,180,"Drama, Romance, Thriller",4.1,32,Ujjwal Chatterjee,priyanshu chatterjee,neha dhupia,rana jung bahadur
uuf kya jaadoo mohabbat hai...,2004,134,"Comedy, Romance",4.8,42,Manoj J. Bhatia,akshay anand,nitin arora,sammir dattani
uvaa,2015,138,"Comedy, Drama",4.9,151,Jasbir Bijender Bhati,om puri,rajit kapoor,manish chaudhary
v,2020,140,"Action, Crime, Thriller",6.9,6758,Mohana Krishna Indraganti,nani,sudheer babu posani,nivetha thomas
vaada,2005,122,"Crime, Drama, Mystery",5.6,826,Satish Kaushik,arjun rampal,zayed khan,ameesha patel
vaada raha... i promise,2009,101,Drama,4.8,395,Samir Karnik,bobby deol,dwij yadav,kangana ranaut
vaah! life ho toh aisi!,2005,153,"Comedy, Drama, Family",4.5,2293,Mahesh Manjrekar,shahid kapoor,amrita rao,sanjay dutt
vaasna,1968,150,"Action, Crime, Drama",5.8,10,T. Prakash Rao,raaj kumar,padmini,kumud chuggani
vaastav: the reality,1999,145,"Action, Crime, Drama",8.0,12996,Mahesh Manjrekar,sanjay dutt,namrata shirodkar,reema lagoo
vaastu shastra,2004,106,"Horror, Mystery",5.0,639,Saurab Narang,vicky ahuja,j.d. chakravarthi,ahsaas channa
vachan,1955,118,Drama,5.3,18,Raj Rishi,geeta bali,balraj,rajendra kumar
vachan,1974,121,"Drama, Romance",6.8,20,Suraj Prakash,shashi kapoor,vimi,prem chopra
vada chennai,2018,164,"Action, Crime, Drama",8.5,13120,Vetrimaaran,dhanush,ameer sultan,radha ravi
vaibhav sethia: don't,2018,61,Comedy,6.9,187,Manu Prakash Singh,vaibhav sethia,,
vaishali,1988,133,"Musical, Drama, Romance",7.7,373,Bharathan,sanjay mitra,suparna anand,geetha
vakil babu,1982,150,"Drama, Mystery",7.3,85,Asit Sen,zeenat aman,raj kapoor,shashi kapoor
vallah kya baat hai,1962,135,"Action, Crime, Drama",5.5,47,Hari Walia,shammi kapoor,bina rai,nishi
valley of flowers,2006,155,"Adventure, Drama, Fantasy",7.0,1779,Pan Nalin,milind soman,mylène jampanoï,naseeruddin shah
valmiki,1946,98,Drama,7.0,18,Bhalji Pendharkar,shanta apte,pratima devi,vinay kale
vamsee,2000,145,Action,4.7,706,Gopal B.,ali,mahesh babu,tanikella bharani
vanrakshak,2021,93,Drama,8.2,32,Pawan Kumar Sharma,dhirendra thakur,aditya srivastav,yashpal sharma
vansh,1992,135,"Action, Crime, Drama",6.0,78,Pappu Verma,ajit sinha,sudesh berry,anupam kher
vardaan,1975,136,Drama,7.4,7,Arun Bhatt,vinod mehra,reena roy,narendra nath
vardi,1989,161,"Action, Crime, Drama",4.5,158,Umesh Mehra,sunny deol,jackie shroff,kimi katkar
vatsyayana kamasutra,2001,158,Thriller,5.1,9,Sanjay Khandelwal,kumaar aadarsh,sudesh berry,diveyaa dwivedi
vedi,2011,132,"Action, Thriller",3.7,311,Prabhu Deva,sophiya chaudhary,poonam kaur,cell murugan
veer,2010,169,"Action, Adventure, Drama",4.5,7598,Anil Sharma,salman khan,jackie shroff,mithun chakraborty
veer amarsingh rathod,1970,130,"Action, Biography, Drama",7.0,8,Radhakant,jeevan,kamal kapoor,dev kumar
veer savarkar,2001,165,"Biography, Drama",6.8,115,Ved Rahi,shailendra gaur,pankaj berry,tom alter
veer yodha prithviraj chauhan,2008,85,"Animation, Action, Drama",7.2,34,Rakesh Prasad,mugdha chaphekar,gaurav gautam,anup shukla
veera,1994,240,"Comedy, Romance",6.6,571,Suresh Krishna,rajinikanth,meena,roja
veera madakari,2009,175,Action,6.5,257,Sudeep,sudeep,devaraj,ragini dwivedi
veeram,2017,100,"Action, Drama, History",6.4,222,Jayaraaj,kunal kapoor,himarsha venkatsamy,aaran
veerana,1988,135,"Action, Drama, Horror",6.6,718,Shyam Ramsay,tulsi ramsay,jasmin,hemant birje
veerappan,2016,125,"Action, Biography, Crime",5.3,711,Ram Gopal Varma,sachiin joshi,sandeep bharadwaj,usha jadhav
veere di wedding,2018,135,Comedy,3.2,12000,Shashanka Ghosh,kareena kapoor,sonam kapoor,neena gupta
veerey ki wedding,2018,131,"Comedy, Romance",2.8,498,Ashu Trikha,pulkit samrat,jimmy sheirgill,kriti kharbanda
veergati,1995,166,"Action, Drama",5.7,1533,K.K. Singh,salman khan,atul agnihotri,sudesh berry
veergati,2019,61,Action,6.0,21,Raju Desai,vishal desai,aditi bhaskar,nikhil chavan
veerta,1993,129,Action,5.8,84,Shibu Mitra,sunny deol,jaya prada,shakti kapoor
veeru ustaad,1975,127,Drama,5.0,5,Jagdish Nirula,aruna irani,shakti kapoor,satish kaul
veer-zaara,2004,192,"Drama, Family, Musical",7.8,50101,Yash Chopra,shah rukh khan,preity zinta,rani mukerji
veettilekkulla vazhi,2011,95,"Drama, Family",6.7,165,Bijukumar Damodaran,prithviraj sukumaran,indrajith sukumaran,govardhan b.k
vellore maavattam,2011,144,Action,6.0,26,R.N.R. Manohar,shamna kasim,g.m. kumar,mayilsamy
verdict,2019,78,Mystery,4.7,11,Utkarsh Dev,piyush wankhede,,
vetri vizha,1989,142,"Action, Drama, Mystery",6.7,299,Prathap Pothen,kamal haasan,prabhu,amala akkineni
via darjeeling,2008,104,"Drama, Mystery, Thriller",5.4,159,Arindam Nandy,kay kay menon,sonali kulkarni,parvin dabas
viceroy's house,2017,106,"Biography, Drama, History",6.7,7117,Gurinder Chadha,hugh bonneville,gillian anderson,manish dayal
vicky dada,1989,122,"Action, Crime",6.9,57,Kodanda Rami Reddy A.,nagarjuna akkineni,juhi chawla,radha
vicky donor,2012,126,"Comedy, Romance",7.8,40589,Shoojit Sircar,ayushmann khurrana,yami gautam,annu kapoor
victoria no. 203,1972,100,"Action, Comedy, Crime",7.1,191,Brij,ashok kumar,pran,navin nischol
victor's history,2017,78,"Comedy, Drama, Thriller",5.3,34,Nicolas Chevaillier,kev clinsc,nicolas chevaillier,shoaib lokhandwala
victory,2009,160,"Drama, Sport",3.8,481,Ajit Pal Mangat,harman baweja,allan border,mike hussey
vidhaata,1982,168,"Action, Drama",7.2,360,Subhash Ghai,tom alter,harbans darshan m. arora,birbal
vidhyaarthi: the power of students,2006,250,Action,5.2,12,Rakesh Kakaria,chand mehta,vikram aditya,akash ajmera
vidrohi,1990,135,Action,5.2,12,Harmesh Malhotra,brahm bhardwaj,poonam dhillon,iftekhar
viduthalai,1986,148,Action,6.5,57,K. Vijayan,shivaji ganesan,rajinikanth,vishnuvardhan
vidyoday,2018,108,Documentary,9.2,35,Vidhi Kasliwal,aarti s. bagdi,alok nath,
views of the inner chamber,2005,118,Drama,7.1,488,Rituparno Ghosh,jackie shroff,abhishek bachchan,roopa ganguly
vihir,2009,120,Drama,7.2,254,Umesh Vinayak Kulkarni,mohan agashe,madan deodhar,girish kulkarni
vijay,1988,172,"Action, Drama, Romance",5.6,219,Yash Chopra,anil kapoor,rajesh khanna,rishi kapoor
vijaypath,1994,163,"Action, Drama, Romance",5.0,648,Farogh Siddique,ajay devgn,tabu,suresh oberoi
vijeta,1982,151,Drama,7.3,275,Govind Nihalani,shashi kapoor,rekha,supriya pathak
vikalp,2011,130,"Crime, Drama, Mystery",6.1,15,Sachin P. Karande,pankaj berry,kranti prakash jha,abhay joshi
vikram,1986,136,"Action, Adventure, Sci-Fi",7.3,504,Rajasekar,kamal haasan,sathyaraj,ambika
villu,2009,146,"Action, Thriller",3.7,3820,Prabhu Deva,joseph vijay,nayanthara,prakash raj
vilom,2020,82,Drama,6.2,56,Sunder Pal,ambika kamal,manish kumar,navpreet moti
vinashak - destroyer,1998,159,"Action, Crime, Drama",5.3,254,Ravi Dewan,sunil shetty,raveena tandon,danny denzongpa
viraam,2017,110,Drama,5.6,36,Ziaullah Khan,narendra jha,monika ravan,urmila mahanta
viraat,2021,150,Crime,8.9,294,Narendra Singh,kritika sachdeva,ravi jhanghu,lokesh tilakdhari
virasat,1997,165,"Drama, Family, Musical",7.5,2533,Priyadarshan,anil kapoor,tabu,pooja batra
virgin bhanupriya,2020,111,"Comedy, Drama",2.9,1097,Ajay Lohan,urvashi rautela,gautam gulati,rumana molla
virodhi,1992,143,Drama,4.3,60,Rajkumar Kohli,arman kohli,harsha mehra,dharmendra
viruddh... family comes first,2005,132,"Drama, Family",7.1,2050,Mahesh Manjrekar,amitabh bachchan,sharmila tagore,john abraham
visakha express,2008,99,"Action, Crime, Drama",4.9,66,Vara Mullapoodi,rajeev kanakala,preeti jhangiani,allari naresh
vishnu-devaa,1991,152,"Action, Crime, Drama",5.1,65,K. Pappu,sunny deol,aditya pancholi,neelam kothari
vishnuvardhana,2011,169,"Action, Comedy, Thriller",7.2,636,Pon Kumaran,sudeep,bhavana,priyamani
vishwaroopam,2013,148,"Action, Thriller",8.1,39098,Kamal Haasan,pooja kumar,miles anderson,kamal haasan
vishwaroopam 2,2018,145,"Action, Thriller",5.9,2314,Kamal Haasan,kamal haasan,rahul bose,shekhar kapur
vishwasghaat,1996,128,Action,5.3,73,Himanshu Brahmbhatt,sunil shetty,anjali jathar,anupam kher
vishwatma,1992,174,"Action, Drama, Thriller",6.5,1215,Rajiv Rai,naseeruddin shah,sunny deol,chunky panday
vivah,2006,160,"Drama, Musical, Romance",6.6,9288,Sooraj R. Barjatya,shahid kapoor,amrita rao,anupam kher
vivekananda,1998,240,"Biography, Drama",6.6,144,G.V. Iyer,sarvadaman banerjee,mithun chakraborty,rakhee gulzar
